Sentence,Label,active,euphimism,details,exaggeration,bragging,litote,repetition,metaphor,he said,apparent denial,apparent concession,blame transfer,other kinds,opinion,irony
"In 2014 , global support to the Islamic State blossomed as it began to supplant likeminded terrorist groups , and the Islamic State counted affiliates in Algeria, Libya, Egypt, Saudi Arabia .",anecdote,,,,,,,,,,,,,,,
"ISIL even has begun to make inroads in Yemen , where the United States has been involved in efforts to degrade AQAP's capabilities , but have been unable to eliminate AQAP's ability to conduct attacks on us and our allies .",anecdote,,,,,,,,,,,,,,,
AQAP remains one of the most pressing security threats America currently faces as the recent attacks in Paris show .,assumption,,,,,,,,,,,,,,,
"In the wake of the Paris attacks and plots disrupted elsewhere in Europe, European capitals are rightfully defiant in the face of terror .",assumption,,,,,,,,,,,,,,,
"But without a change in our strategy, the task of defending against the triple threat of home grown extremism , jihadists who have easy access to hotbeds of radicalization in places like Yemen and Syria , and the expansion of the Islamic State, will be nearly impossible .",assumption,,,,,,,,,,,,,,,
"The Islamic State continues to recruit extremists in Europe, the Middle East, and as far away as southeast Asia , using targeted, high quality videos, magazines and literature copied in several languages to spread their message around the world .",anecdote,,,,,,,,,,,,,,,
"They trumpet their successes on the battlefield, and try to portray a welcoming environment centered on family and Islam as a means to attract terrorists and their families as subjects of their caliphate .",assumption,,,,,,,,,,,,,,,
The United States and all civilized countries need to coordinate our efforts to fight the Islamic State first by cutting them off .,assumption,,,,,,,,,,,,,,,
"We must counter their message on social media ; bolster allies like Iraq and Jordan ; and ensure that we prevent suspected terrorists from traveling back and forth between their homelands and places like Syria, Libya, and Yemen .",assumption,,,,,,,,,,,,,,,
"Perhaps most importantly, we have to help governments eliminate the safe havens that the Islamic State relies on to gather strength .",assumption,,,,,,,,,,,,,,,
"Syria, Yemen, and Libya are all examples of our failure to learn one of the fundamental lessons of the terrorist attacks of September 11, 2001 -- that failed and failing states breed instability and are potential safe havens for terrorists who will eventually turn their attention toward us .",assumption,,,,,,,,,,,,,,,
We also cannot afford to ignore another lesson of 9/11 and curtail intelligence gathering capabilities that have been legally and painstakingly established following those horrific attacks .,assumption,,,,,,,,,,,,,,,
The U.S  government should implore American technology companies to cooperate with authorities so that we can better track terrorist activity and monitor terrorist communications as we face the increasing challenge of homegrown terrorists radicalized by little more than what they see on the Internet .,assumption,,,,,,,,,,,,,,,
"This year, a new Republican majority in both houses of Congress will have to extend current authorities under the Foreign Intelligence Surveillance Act , and I urge my colleagues to consider a permanent extension of the counterterrorism tools our intelligence community relies on to keep the American people safe .",assumption,,,,,,,,,,,,,,,
The challenge we face as free societies is unlike anything we have seen in recent decades .,assumption,,,,,,,,,,,,,,,
"As we look at this moment in the long war against terrorism , it is encouraging to see Europeans aggressively moving to defend the continent following a horrific attack .",assumption,,,,,,,,,,,,,,,
But one need look no further than the setbacks in Yemen and the stalemate in Syria and Iraq to see the limitations of President Obama's current strategy .,assumption,,,,,,,,,,,,,,,
Lofty speeches and half measures do not defeat terrorist groups .,common-ground,,,,,,,,,,,,,,,
They also do not keep Americans safe in the long term .,common-ground,,,,,,,,,,,,,,,
"The threat from Islamic extremism is only growing and without greater leadership from the United States, I fear that it will only be a matter of time before innocent Americans pay the ultimate price if we continue to underestimate our enemies and not develop a strategy that is commensurate to the threat .",assumption,,,,,,,,,,,,,,,
Republican Marco Rubio represents Florida in the U.S  Senate .,anecdote,,,,,,,,,,,,,,,
"He is a member of the Senate Committee on Commerce, Science and Transportation .",anecdote,,,,,,,,,,,,,,,
"He is a member of the Senate Committee on Commerce, Science and Transportation .",anecdote,,,,,,,,,,,,,,,
"Paris  - There is someone missing in the now-famous picture of 40 heads of state and government leaders walking in the streets of Paris last Sunday, in an unprecedented show of solidarity with the French nation after last week's terrorist attacks .",assumption,,,,,,,,,,,,,,,
We all know who it is .,assumption,,,,,,,,,,,,,,,
"And ,  frankly, most of us French people would have preferred to have President Obama or any other senior U.S  government official rather than Ahmed Davutoglu, the Turkish Prime Minister, or Victor Orban, his Hungarian counterpart, or Sergei Lavrov, the Russian Foreign Minister - those hypocrites whose conception of ""freedom of expression"" is not exactly that of Voltaire .",assumption,,,,,,,,,,,,,,,
"There is no good excuse for the U.S  physical absence (apart from the presence of Ambassador Jane Hartley , whose face is unknown to 99.99% of the French population) from last Sunday's march .",assumption,,,,,,,,,,,,,,,
"Perhaps the White House did not realize that it would be a historical event? But for most world leaders, the decision to be present in Paris was a last minute decision .",assumption,,,,,,,,,,,,,,,
"It would not not have been easy for the U.S  Secret Service to improvise the appropriate security measures? Well , if Israeli Prime Minister Benjamin Netanyahu could do it , don't tell us that Obama could not .",assumption,,,,,,,,,,,,,,,
"Perhaps the president did not want to support the Charlie Hebdo people because he believes that ""the future must not belong to those who slander the prophet of Islam"" (his words at the U.N  General Assembly in 2012)? Not a good excuse  - this was not about approving what the French cartoonists were doing , but showing solidarity in the face of terrorism .",assumption,,,,,,,,,,,,,,,
Obama missed an opportunity to present himself as the leader of the free world in front of the continued menace of jihadi terrorism ; but that is his loss .,assumption,,,,,,,,,,,,,,,
The mere fact that his presence was apparently not even discussed in the the White House is a confirmation that this administration does not feel as close to Europe as others did in the past ; but we knew that already .,assumption,,,,,,,,,,,,,,,
"At the end of the day, I'm not sure that it really matters to us French in the current context .",assumption,,,,,,,,,,,,,,,
The debate after the march about Obama's absence became a debate in France only because it was one in the United States .,assumption,,,,,,,,,,,,,,,
Some in the French government have whispered that Obama's presence would have relegated President Hollande to the shadows .,assumption,,,,,,,,,,,,,,,
"But most importantly, we received such an outpouring of sympathy from our American friends, Democrats and Republicans alike , that we know the United States could feel our pain .",assumption,,,,,,,,,,,,,,,
Just as we felt America's pain after 9/11 .,assumption,,,,,,,,,,,,,,,
"In addition ,  there is absolutely no doubt that US-French cooperation on counterterrorism , which was already excellent , will be tightened even more .",assumption,,,,,,,,,,,,,,,
"Immediately after the attacks, Washington offered support from its intelligence services .",anecdote,,,,,,,,,,,,,,,
The White House has announced that it will convene a Summit on Counter-Extremism in February - that will be an opportunity to devise common strategies .,assumption,,,,,,,,,,,,,,,
And you know what ? Maybe the U.S  administration's biggest problem is that we discovered its embarrassing absence only after the fact .,assumption,,,,,,,,,,,,,,,
And you know what ? Maybe the U.S  administration's biggest problem is that we discovered its embarrassing absence only after the fact .,assumption,,,,,,,,,,,,,,,
"Today, January 1, 2015 is the very first day of a brand new year .",common-ground,,,,,,,,,,,,,,,
And for many that means renewed efforts at a fresh start .,common-ground,,,,,,,,,,,,,,,
"New Year's resolutions , we call them .",common-ground,,,,,,,,,,,,,,,
This is the year .,assumption,,,,,,,,,,,,,,,
It all starts now .,assumption,,,,,,,,,,,,,,,
We resolve to turn over a new leaf - and this time we're serious .,assumption,,,,,,,,,,,,,,,
"This time we're really going to try , we're not going to quit .",assumption,,,,,,,,,,,,,,,
We promise ourselves that we're going to quit bad habits and start good ones .,assumption,,,,,,,,,,,,,,,
"We're going to get in shape, eat better, be more content, more disciplined, more intentional .",assumption,,,,,,,,,,,,,,,
"We're going to be better husbands, wives, fathers, mothers .",assumption,,,,,,,,,,,,,,,
"We're going to work harder, serve more, plan more, give more, read more .",assumption,,,,,,,,,,,,,,,
We're going to finally be all that we can be .,assumption,,,,,,,,,,,,,,,
No more messing around .,common-ground,,,,,,,,,,,,,,,
Well ... I say try .,assumption,,,,,,,,,,,,,,,
"Seriously, try .",assumption,,,,,,,,,,,,,,,
You might make some great strides this year .,assumption,,,,,,,,,,,,,,,
I'm hoping to .,other,,,,,,,,,,,,,,,
There are a lot of improvements I'm hoping to make over the next 12 months .,anecdote,,,,,,,,,,,,,,,
But don't be surprised a year from now when you realize that you've fallen short ... again .,assumption,,,,,,,,,,,,,,,
"For those who try and try, year after year, again and again , to get better and better, only to take three steps forward then two steps back , one step forward then three steps back ... I have good news for you : you're in good company! Everybody I have ever talked to sounds just like me over the years .",assumption,,,,,,,,,,,,,,,
Try and fail .,assumption,,,,,,,,,,,,,,,
Fail then try .,assumption,,,,,,,,,,,,,,,
Try and succeed .,assumption,,,,,,,,,,,,,,,
Succeed then fail .,assumption,,,,,,,,,,,,,,,
Two steps forward . One step back . One step forward . Three steps back .,assumption,,,,,,,,,,,,,,,
"Every year I get better at some things, worse at others .",assumption,,,,,,,,,,,,,,,
"For example ,  this past year I've become more patient with my children -- more tolerant of their mishaps .",anecdote,,,,,,,,,,,,,,,
"Therefore ,  I've been enjoying them more and micromanaging them less (one step forward) .",anecdote,,,,,,,,,,,,,,,
"But ,  due to a lack of discipline on my part, I've also allowed myself to be stretched too thin this past year and as a result, those I love most have suffered (one step back) .",anecdote,,,,,,,,,,,,,,,
"Furthermore ,  no matter how hard I try--no matter how serious I am about resolving to change -- I still get frustrated by the same things that frustrated me 20 years ago : traffic jams, unexpected interruptions, long lines, feeling misunderstood , and so on and so forth .",anecdote,,,,,,,,,,,,,,,
You get the idea .,assumption,,,,,,,,,,,,,,,
In some ways we get better .,assumption,,,,,,,,,,,,,,,
In some ways we get worse .,assumption,,,,,,,,,,,,,,,
And in other ways we basically stay the same .,assumption,,,,,,,,,,,,,,,
Whoever told us that the experience of life was one of escalating progress lied to us .,assumption,,,,,,,,,,,,,,,
"Most of the time it feels rather static , doesn't it? New Year's Resolutions are a burdensome attempt to fix ourselves and make ourselves more lovable .",assumption,,,,,,,,,,,,,,,
"But (and here's the good news) , God loves us as we are , not as we should be .",assumption,,,,,,,,,,,,,,,
"God's love for me, approval of me, and commitment to me does not ride on my resolve but on God's resolve for me .",assumption,,,,,,,,,,,,,,,
The good news that gets me through bad times is that God's devotion to me is not dependant on my devotion .,assumption,,,,,,,,,,,,,,,
"Knowing that God always meets my messes with his mercy , my failures with his forgiveness, and my guilt with his grace, helps me survive my daily disappointments with me .",assumption,,,,,,,,,,,,,,,
"The Gospel of Jesus Christ is good news to those who've been crushed by unmet expectations of life -- it announces that because Jesus won for you , you're free to lose ; because Jesus was strong for you , you're free to be weak ; because Jesus was extraordinary , you're free to be ordinary ; because Jesus succeeded for you , you're free to fail .",assumption,,,,,,,,,,,,,,,
"So , as this new year gets under way , I'll still going to try and get better at things , but it's so much more restful to know that I live my life from love rather than for it .",assumption,,,,,,,,,,,,,,,
Thank God! Happy New Year!,other,,,,,,,,,,,,,,,
2014 was a year marked by greater division between groups of Americans than I can remember in my adult life .,assumption,,,,,,,,,,,,,,,
Racial tensions resurfaced in violent protests following the deaths of Michael Brown and Eric Garner .,anecdote,,,,,,,,,,,,,,,
"New York City's mayor and police split ranks over the mayor's comment that his biracial son faced perpetual danger from police officers, followed by the assassination of two New York City police officers .",anecdote,,,,,,,,,,,,,,,
The gap in wealth between the richer and poorer segments of Americans widened to record levels .,assumption,,,,,,,,,,,,,,,
"The Democratic and Republican parties became more polarized -- with gun rights, immigration, abortion and health insurance leading people not only to argue the issues more vehemently with people from the other party, but to feel like they might have little in common with people from the other party, period .",assumption,,,,,,,,,,,,,,,
"Whether one supports President Obama or not , I believe most people would agree our nation is more divided than it was when he took office .",assumption,,,,,,,,,,,,,,,
"White and black Americans may have thought they were electing a black leader who could unite the country , and that seemed to point to an American future of unity and promise .",assumption,,,,,,,,,,,,,,,
But something went horribly wrong .,assumption,,,,,,,,,,,,,,,
"To my eye, it was as if the president's own unhealed wounds were ripping open the wounds of our nation .",assumption,,,,,,,,,,,,,,,
"So it makes me wonder : What do we Americans really have in common , whether black or white, rich or poor , young or old?  What should we remember about one another that could bind us together while aggressively arguing the political and social issues that threaten to pull us apart?  First ,  we are all human beings , which means we all suffer .",common-ground,,,,,,,,,,,,,,,
"None of us avoids pain , whether from trauma or loss , and just the chapters of our life stories in which we have felt powerless against loved ones falling ill, or falling ill ourselves, should remind us that we are all intensely vulnerable at all times .",common-ground,,,,,,,,,,,,,,,
Our vulnerability means that we owe a duty of care to one another .,assumption,,,,,,,,,,,,,,,
The universal capacity to hurt is only the flip side of our calling to compassion  -- which is closely aligned with our capacity to heal .,assumption,,,,,,,,,,,,,,,
"We should, therefore, debate vigorously, but with this in mind : There are very few issues that would keep us on grandstands or podiums or behind television cameras or microphones if , God forbid , we got a call from a doctor with very bad news about our health or -- far worse, in my mind -- the health of our children .",assumption,,,,,,,,,,,,,,,
"And think about this : How violent would protests be if protesters knew that a few dozen of the police officers standing guard in the streets had sick or disabled kids at home?  Second ,  I believe all human beings are born with the capacity for good .",par-sep,,,,,,,,,,,,,,,
Every single one .,assumption,,,,,,,,,,,,,,,
No exceptions .,assumption,,,,,,,,,,,,,,,
And I believe it is a profound tragedy when that capacity is not realized .,assumption,,,,,,,,,,,,,,,
"So think about this : How much more care would we take to try to support parents, even when their children run horribly afoul of the law , if we imagined our own children, broken by forces in their communities or their families or their fragile psyches, paying the price at 17 or 19 and being locked behind bars, alone, for years?  The loss of Michael Brown -- to the streets, or unwieldy forces in his psyche, or to a bullet -- is everyone's loss .",assumption,,,,,,,,,,,,,,,
The loss of two New York City police officers -- to the twisted rage of a twisted man -- is everyone's loss .,assumption,,,,,,,,,,,,,,,
"And even the suicide of that murderer , who started out as a baby and infant and child with no designs, whatsoever, on the life of another  -- is everyone's loss .",assumption,,,,,,,,,,,,,,,
"We are all bleeding, all of the time .",assumption,,,,,,,,,,,,,,,
This is the human condition .,assumption,,,,,,,,,,,,,,,
"Third ,  I believe all Americans share the roughly 238-year struggle -- still ongoing -- for America to realize her greatest self .",assumption,,,,,,,,,,,,,,,
"This struggle, after a War of Independence and through a Civil War and two World Wars and a host of other bloody conflicts inside our boundaries and beyond our boundaries, unites us on a path toward a more perfect union that mirrors every individual's path toward a more perfect self .",assumption,,,,,,,,,,,,,,,
"This struggle is part of every American's story, woven into our historical and emotional DNA , and perhaps (scientists now tell us) literally encoded in the amino acids that make up our actual DNA .",assumption,,,,,,,,,,,,,,,
"Yes, we become enraged with one another .",common-ground,,,,,,,,,,,,,,,
"Yes, we argue passionately about the future of America .",common-ground,,,,,,,,,,,,,,,
These things are inevitable .,assumption,,,,,,,,,,,,,,,
They are even necessary when the stakes are freedom and the future .,assumption,,,,,,,,,,,,,,,
"But it might serve us well to remember that if every one of us can grieve and every one of us can suffer and every one of us is mortal and every one of us has the capacity for compassion and every one of us is an inextricable part of this whole we call America , that we are brothers and sisters , as surely as if we shared a single home, the same last name and the same skin .",assumption,,,,,,,,,,,,,,,
"Let the arguments between us be both very loud and, yet, always, quietly loving .",assumption,,,,,,,,,,,,,,,
I think this much is possible .,assumption,,,,,,,,,,,,,,,
"Because we are more alike than different in our needs and fears , and we have remained much more strangers to one another than we need to be .",assumption,,,,,,,,,,,,,,,
Dr  Keith Ablow is a psychiatrist and member of the Fox News Medical A-Team .,anecdote,,,,,,,,,,,,,,,
Dr  Ablow can be reached at info@keithablow.com .,other,,,,,,,,,,,,,,,
Dr  Ablow can be reached at info@keithablow.com .,other,,,,,,,,,,,,,,,
The photos of 40 of the world's government leaders marching arm-in-arm along a Paris boulevard on Sunday with the president of the United States not among them was a provocative image that has fomented much debate .,assumption,,,,,,,,,,,,,,,
"The march was, of course, in direct response to the murderous attacks on workers at the French satirical magazine Charlie Hebdo by a pair of brothers named Kouachi, and on shoppers at a Paris kosher supermarket by one of the brothers' comrades .",anecdote,,,,,,,,,,,,,,,
The debate has been about whether President Obama should have been at the march .,assumption,,,,,,,,,,,,,,,
"The march was billed as a defense of freedom of speech in the West ; yet it hardly could have been held in a less free speech-friendly Western environment , and the debate over Obama's absence misses the point .",assumption,,,,,,,,,,,,,,,
"In the post-World War II era, French governments have adopted a policy advanced upon them nearly 100 years ago by Woodrow Wilson .",assumption,,,,,,,,,,,,,,,
He pioneered the modern idea that countries' constitutions don't limit governments ; they unleash them .,anecdote,,,,,,,,,,,,,,,
"Thus , even though the French Constitution guarantees freedom of speech , French governments treat speech as a gift from the government, not as a natural right of all persons , as our Constitution does .",assumption,,,,,,,,,,,,,,,
The French government has prohibited speech it considers to be hateful and even made it criminal .,assumption,,,,,,,,,,,,,,,
"When the predecessor magazine to Charlie Hebdo once mocked the death of Charles de Gaulle , the French government shut it down -- permanently .",anecdote,,,,,,,,,,,,,,,
"The theory of anti-hate speech laws is that hate speech often leads to violence , and violence demands police and thus the expenditure of public resources , and so the government can make it illegal to spout hatred in order to conserve its resources .",assumption,,,,,,,,,,,,,,,
"This attitude presumes , as Wilson did when he prosecuted folks for publicly singing German songs during World War I , that the government is the origin of free speech and can lawfully limit the speech it hates and fears .",assumption,,,,,,,,,,,,,,,
"It also presumes that all ideas are equal , and none is worthy of hatred .",assumption,,,,,,,,,,,,,,,
"When the massacres occurred last week in Paris , all three of the murderers knew that the police would be unarmed and so would be their victims .",assumption,,,,,,,,,,,,,,,
It was as if they were shooting fish in a barrel .,assumption,,,,,,,,,,,,,,,
Why is that? The answer lies in the same mentality that believes it can eradicate hate by regulating speech .,assumption,,,,,,,,,,,,,,,
"That mentality demands that government have a monopoly on violence, even violence against evil .",assumption,,,,,,,,,,,,,,,
"So, to those who embrace this dreadful theory , the great loss in Paris last week was not human life , which is a gift from God ; it was free speech , which is a gift from the state .",assumption,,,,,,,,,,,,,,,
"Hence the French government , which seems not to care about innocent life, instead of addressing these massacres as crimes against innocent people , proclaimed the massacres crimes against the freedom of speech .",assumption,,,,,,,,,,,,,,,
"Would the French government have reacted similarly if the murderers had killed workers at an ammunition factory, instead of at a satirical magazine?  And how hypocritical was it of the French government to claim it defends free speech! In France, you can go to jail if you publicly express hatred for a group whose members may be defined generally by characteristics of birth , such as gender, age, race, place of origin or religion .",anecdote,,,,,,,,,,,,,,,
You can also go to jail for using speech to defy the government .,assumption,,,,,,,,,,,,,,,
"This past weekend, millions of folks in France wore buttons and headbands that proclaimed in French : ""I am Charlie Hebdo."" Those whose buttons proclaimed ""I am not Charlie Hebdo"" were asked by the police to remove them .",anecdote,,,,,,,,,,,,,,,
"Those who wore buttons that proclaimed, either satirically or hatefully , ""I am Kouachi"" were arrested .",anecdote,,,,,,,,,,,,,,,
Arrested for speech at a march in support of free speech? Yes .,assumption,,,,,,,,,,,,,,,
"What's going on here? What's going on in France , and what might be the future in America , is the government defending the speech with which it agrees and punishing the speech with which it disagrees .",assumption,,,,,,,,,,,,,,,
"What's going on is the assault by some in radical Islam not on speech, but on vulnerable innocents in their everyday lives in order to intimidate their governments .",assumption,,,,,,,,,,,,,,,
"What's going on is the deployment of 90,000 French troops to catch and kill three murderers because the government does not trust the local police to use guns to keep the streets safe or private persons to use guns to defend their own lives .",assumption,,,,,,,,,,,,,,,
"Why do some in radical Islam kill innocents in the West in order to affect the policies of Western governments? Might it be because the fruitless Western invasion of Iraq killed 650,000 persons , most of whom were innocent civilians? Might it be because that invasion brought al-Qaida to the region and spawned ISIS? Might it be because Obama has killed more innocent civilians in the Middle East with his drones than were killed by the planes in the U.S  on 9/11?  Might it be because our spies are listening to us, rather than to those who pose real dangers?  What does all this have to do with freedom of speech? Nothing  -- unless you believe the French government .",assumption,,,,,,,,,,,,,,,
"Why do some in radical Islam kill innocents in the West in order to affect the policies of Western governments? Might it be because the fruitless Western invasion of Iraq killed 650,000 persons , most of whom were innocent civilians? Might it be because that invasion brought al-Qaida to the region and spawned ISIS? Might it be because Obama has killed more innocent civilians in the Middle East with his drones than were killed by the planes in the U.S  on 9/11?  Might it be because our spies are listening to us, rather than to those who pose real dangers?  What does all this have to do with freedom of speech? Nothing  -- unless you believe the French government .",assumption,,,,,,,,,,,,,,,
President Obama sure is consistent .,assumption,,,,,,,,,,,,,,,
His State of the Union address sounded like his other speeches : What I've done is great! America is in a much better position .,assumption,,,,,,,,,,,,,,,
We've created a manufacturing sector that's adding jobs .,anecdote,,,,,,,,,,,,,,,
More oil is produced at home .,anecdote,,,,,,,,,,,,,,,
I cut deficits in half!  Give me a break .,assumption,,,,,,,,,,,,,,,
The deficit is lower now not because of any prudence on Obama's part but merely because the $800 billion stimulus spending blowout didn't continue .,assumption,,,,,,,,,,,,,,,
"All the president does is increase spending : free community college, free Obamaphones, free birth control, etc .",assumption,,,,,,,,,,,,,,,
"Yes, our annual deficit is lower , but it's still $488 billion! Our $18 trillion national debt increases by $3 million every minute!  Yes, more oil is produced at home , but that's in spite of the administration .",statistics,,,,,,,,,,,,,,,
Oil production is down on public land .,statistics,,,,,,,,,,,,,,,
"Yes, the manufacturing sector added jobs , but that's mostly because of cheaper natural gas created by fracking , which Obama's cronies opposed .",statistics,,,,,,,,,,,,,,,
"Also ,  America is finally recovering from recession .",assumption,,,,,,,,,,,,,,,
Obama's policies probably slowed that recovery .,assumption,,,,,,,,,,,,,,,
"Does the President delude himself when he takes credit for oil production, lower deficits, etc.? Or does he mislead on purpose? I don't know .",other,,,,,,,,,,,,,,,
"More recently he bragged , ""I created the lowest unemployment rate in years."" He created it? He must know it's ""low"" only compared to the 10 percent reached during the recession  -- and because millions have simply given up looking for work .",assumption,,,,,,,,,,,,,,,
This recovery is the slowest in 70 years .,assumption,,,,,,,,,,,,,,,
"If Obama gave the State of the Union address I'd like to hear , he'd say this :.  I heard you, voters, in November when you took control of the Senate away from my party .",par-sep,,,,,,,,,,,,,,,
I get it .,assumption,,,,,,,,,,,,,,,
I overreached .,assumption,,,,,,,,,,,,,,,
I was arrogant .,assumption,,,,,,,,,,,,,,,
I imposed Obamacare on a nation that was deeply divided about it .,assumption,,,,,,,,,,,,,,,
I ruled through executive orders instead of legislation .,assumption,,,,,,,,,,,,,,,
"I threw money at ""green"" nonsense .",assumption,,,,,,,,,,,,,,,
"I'll give up the payments to the ""green energy"" industry if the Republicans stop coddling defense contractors .",assumption,,,,,,,,,,,,,,,
I've been in government for years now .,anecdote,,,,,,,,,,,,,,,
I know how badly it works .,assumption,,,,,,,,,,,,,,,
The last thing I should try to do is make it bigger .,assumption,,,,,,,,,,,,,,,
"In fact ,  with Republicans now in control of Congress, it's time I worked with them to shrink government .",assumption,,,,,,,,,,,,,,,
"If we shrink it , we might even dig our way out of the debt hole we're in .",assumption,,,,,,,,,,,,,,,
"Heck , if we just slow the growth of government to 2 percent a year , we'd be in better shape .",assumption,,,,,,,,,,,,,,,
But I didn't even try to accomplish that .,assumption,,,,,,,,,,,,,,,
I pretended taxing the rich would solve our financial problems .,assumption,,,,,,,,,,,,,,,
But there aren't enough rich people to tax .,assumption,,,,,,,,,,,,,,,
"I got drunk on the idea of promising voters ""free"" stuff such as low down- payment mortgages and guaranteed paid family leave .",assumption,,,,,,,,,,,,,,,
I told them that all good things come from government .,assumption,,,,,,,,,,,,,,,
That's nonsense .,assumption,,,,,,,,,,,,,,,
We should put an end to all bailouts .,assumption,,,,,,,,,,,,,,,
"Businesses that screw up should accept the consequences, just like ordinary people who spend recklessly .",assumption,,,,,,,,,,,,,,,
Main Street should never again be forced to rescue Wall Street .,assumption,,,,,,,,,,,,,,,
"Instead of expanding government control of health care , we should phase it out .",assumption,,,,,,,,,,,,,,,
That includes Medicare .,assumption,,,,,,,,,,,,,,,
"I know Medicare is popular , but it is unsustainable .",assumption,,,,,,,,,,,,,,,
"Let current retirees receive their benefits as promised , but younger people should pay for their own health care .",assumption,,,,,,,,,,,,,,,
"People criticize the economic distortion created by welfare , but Medicare and Social Security are almost as bad .",assumption,,,,,,,,,,,,,,,
Both redistribute money away from the young and struggling toward those of us who have had decades to invest and save up .,assumption,,,,,,,,,,,,,,,
"To make these challenges a little easier to deal with , let's make America richer by abolishing most regulations .",assumption,,,,,,,,,,,,,,,
They strangle opportunity .,assumption,,,,,,,,,,,,,,,
"The more I think about it , the more Congress and I could transform America for the better just by getting out of America's way .",assumption,,,,,,,,,,,,,,,
The state of our union will be truly strong if the state -- by which I mean government -- is strictly limited .,assumption,,,,,,,,,,,,,,,
"John Stossel is the host of ""Stossel"" (Thursdays at 9 PM/ET), a weekly program highlighting current consumer issues with a libertarian viewpoint .",anecdote,,,,,,,,,,,,,,,
Stossel also appears regularly on Fox News Channel (FNC) providing signature analysis .,anecdote,,,,,,,,,,,,,,,
Click here for more information on John Stossel .,other,,,,,,,,,,,,,,,
Click here for more information on John Stossel .,other,,,,,,,,,,,,,,,
"The shooting death of Michael Brown, an unarmed black teenager, by a white policeman rightly set off alarms .",assumption,,,,,,,,,,,,,,,
"But much less media attention -- especially from the black civil rights leadership -- has gone to the deadly assault on a white man by three black teenage boys in St  Louis , which is likely to end with adult murder convictions and life sentences for the boys .",assumption,,,,,,,,,,,,,,,
"That sentence equals a long, slow death in jail just as final and awful as Michael Brown's fate .",assumption,,,,,,,,,,,,,,,
"St  Louis police and politicians say there was nothing racial about the attack on Zemir Begic, 32, a Bosnian immigrant .",testimony,,,,,,,,,,,,,,,
They say it was not a hate crime aimed at Bosnians .,testimony,,,,,,,,,,,,,,,
And they say it had nothing to do with the racial crisis in Ferguson over Brown's death .,testimony,,,,,,,,,,,,,,,
"Yes, it did .",assumption,,,,,,,,,,,,,,,
Black men have the highest rate of conviction for violent crime of any racial group in the country .,assumption,,,,,,,,,,,,,,,
"The harsh truth is that we're really talking about poor, young Black men .",assumption,,,,,,,,,,,,,,,
"In any case, Blacks have the highest dropout and unemployment rates .",assumption,,,,,,,,,,,,,,,
Black children have the highest poverty rate of any group of children .,assumption,,,,,,,,,,,,,,,
Poor black boys too often take their fashion and cultural cues from rap music that celebrates criminal behavior as a show of power and rebellion .,assumption,,,,,,,,,,,,,,,
"Often, the result is a thuggish attitude, including dressing like convicts with their pants falling down because the jail guards have taken away their belts .",assumption,,,,,,,,,,,,,,,
"Another consequence of civil rights leaders' failure to challenge criminal behavior in black neighborhoods is the angry, defiant interactions between those black teenagers and the police .",assumption,,,,,,,,,,,,,,,
"Once the black violence leads to death, especially if it is beyond the streets of a poor black neighborhood , there is no mercy .",assumption,,,,,,,,,,,,,,,
"The broken justice system that gives police a pass for killing an unarmed black teen is hard evidence that Americans, middle-class blacks and whites, think classifying young black men as an ongoing threat to public safety is not racial stereotyping .",assumption,,,,,,,,,,,,,,,
"And the police and grand jurors see physically large black men -- in the cases of both Michael Brown and New York's Eric Garner , who was choked to death by police -- as especially threatening .",assumption,,,,,,,,,,,,,,,
"How else do you explain the lack of human compassion by the police for Garner as he complained , ""I can't breathe""? How else do you understand two grand juries deciding there is nothing wrong with two people being killed by the police, agents of the government , if the value of their lives is equal to every other citizen's life?  In Garner's case, the police were videotaped choking him even though he never fought with them .",anecdote,,,,,,,,,,,,,,,
And the grand jurors still refused to allow the police to go on trial .,anecdote,,,,,,,,,,,,,,,
"Mandatory body cameras for police are a good idea , but they are not a panacea for the troubled relationship between the larger society and the broken black families, the poorly educated black children and the steady violence in poor black American communities .",assumption,,,,,,,,,,,,,,,
"Recall that Garner's death at the hands of the police is on videotape , and it made no difference in the grand jury's decision not to indict the police .",anecdote,,,,,,,,,,,,,,,
"Even with the video , what the prosecutor and the grand jurors saw in Garner was not a fellow citizen being hurt , but a troubling social reality .",assumption,,,,,,,,,,,,,,,
"They saw a potential threat to themselves in a big black man hustling on the street , even if this was a middle-aged man with no violent intent who was violating only a minor law by selling loose cigarettes .",assumption,,,,,,,,,,,,,,,
"Garner and Brown are in their graves , but the body count continues as poor black teenagers, especially boys, march from single-parent homes to bad schools, to jails and to wasted lives .",common-ground,,,,,,,,,,,,,,,
It begins with acting out in defiance of a larger society that ignores them .,assumption,,,,,,,,,,,,,,,
"Sometimes there are displays of anger that are seen as threatening , and they end up killing each other .",assumption,,,,,,,,,,,,,,,
Other times there are confrontations with the police that end with the boys in jail or the grave .,assumption,,,,,,,,,,,,,,,
"Robert Joseph Mitchell, the 17-year-old charged with first-degree murder in the attack on Begic, looks to fit in that group of poor, young black men in the ""pipeline"" to prison .",assumption,,,,,,,,,,,,,,,
"Also in the ""pipeline"" to wasted lives are two other black boys, 15 and 16 , whom police arrested after the murder .",assumption,,,,,,,,,,,,,,,
